,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPointcl,Trange,SatT
1476,1,2011-05-03,50.0,37.0,44.0,-10.0,31.0,38.0,21.0,0.0,0446,1851,RA,0.0,0.0,0.1,29.5,30.23,6.7,3,7.6,0,13.0,13.0
1478,1,2011-05-04,59.0,37.0,48.0,-6.0,29.0,40.0,17.0,0.0,0444,1852, ,0.0,0.0,0.0,29.63,30.37,4.6,3,7.6,0,22.0,19.0
1480,1,2011-05-05,63.0,35.0,49.0,-6.0,40.0,46.0,16.0,0.0,0443,1853,RA BR,0.0,0.0,0.06,29.33,30.12,10.9,20,11.5,0,28.0,9.0
1482,1,2011-05-06,68.0,44.0,56.0,1.0,39.0,48.0,9.0,0.0,0442,1855,RA,0.0,0.0,0.1,29.11,29.87,6.8,28,7.8,0,24.0,17.0
1484,1,2011-05-07,60.0,43.0,52.0,-3.0,44.0,48.0,13.0,0.0,0441,1856, ,0.0,0.0,0.1,29.13,29.85,5.1,5,6.9,0,17.0,8.0
1486,1,2011-05-08,68.0,39.0,54.0,-2.0,43.0,49.0,11.0,0.0,0439,1857, ,0.0,0.0,0.0,29.27,29.98,6.6,6,7.2,0,29.0,11.0
1488,1,2011-05-09,73.0,47.0,60.0,4.0,45.0,53.0,5.0,0.0,0438,1858,RA,0.0,0.0,0.1,29.15,29.89,14.3,11,14.7,0,26.0,15.0
1490,1,2011-05-10,90.0,62.0,76.0,20.0,61.0,66.0,0.0,11.0,0437,1859, ,0.0,0.0,0.0,29.0,29.72,6.2,14,8.6,0,28.0,15.0
1492,1,2011-05-11,87.0,63.0,75.0,18.0,66.0,68.0,0.0,10.0,0436,1860,TS TSRA BR HZ,0.0,0.0,0.13,29.1,29.8,3.5,14,6.6,1,24.0,9.0
1494,1,2011-05-12,86.0,58.0,72.0,15.0,63.0,66.0,0.0,7.0,0435,1901,TS TSRA BR,0.0,0.0,0.29,29.08,29.79,5.6,19,8.1,0,28.0,9.0
1496,1,2011-05-13,77.0,47.0,62.0,4.0,54.0,56.0,3.0,0.0,0434,1902,RA BR,0.0,0.0,0.02,29.0,29.73,10.1,3,11.0,0,30.0,8.0
1498,1,2011-05-14,53.0,45.0,49.0,-9.0,47.0,48.0,16.0,0.0,0433,1903,RA BR,0.0,0.0,0.31,29.01,29.73,16.7,2,16.9,0,8.0,2.0
1500,1,2011-05-15,46.0,41.0,44.0,-14.0,36.0,41.0,21.0,0.0,0432,1904,RA BR,0.0,0.0,0.31,29.15,29.86,21.4,2,21.4,0,5.0,8.0
1502,1,2011-05-16,52.0,37.0,45.0,-14.0,30.0,40.0,20.0,0.0,0431,1905, ,0.0,0.0,0.0,29.28,30.01,13.5,2,13.9,0,15.0,15.0
1504,1,2011-05-17,60.0,40.0,50.0,-9.0,33.0,43.0,15.0,0.0,0430,1906, ,0.0,0.0,0.0,29.21,29.96,12.2,3,12.7,0,20.0,17.0
1506,1,2011-05-18,57.0,49.0,53.0,-7.0,48.0,49.0,12.0,0.0,0429,1907,RA DZ BR,0.0,0.0,0.07,29.16,29.89,6.2,2,7.1,0,8.0,5.0
1508,1,2011-05-19,72.0,49.0,61.0,1.0,53.0,56.0,4.0,0.0,0428,1908,BR HZ,0.0,0.0,0.0,29.29,30.0,3.6,2,5.8,0,23.0,8.0
1510,1,2011-05-20,73.0,50.0,62.0,1.0,54.0,57.0,3.0,0.0,0427,1909,BR,0.0,0.0,0.0,29.3,30.03,5.5,6,6.0,0,23.0,8.0
1512,1,2011-05-21,75.0,50.0,63.0,2.0,59.0,62.0,2.0,0.0,0426,1910,BR,0.0,0.0,0.01,29.13,29.87,7.0,15,8.1,0,25.0,4.0
1514,1,2011-05-22,87.0,61.0,74.0,13.0,60.0,64.0,0.0,9.0,0425,1911,TSRA RA BR,0.0,0.1,0.58,28.95,29.7,10.3,19,11.4,0,26.0,14.0
1516,1,2011-05-23,79.0,60.0,70.0,9.0,59.0,64.0,0.0,5.0,0425,1912, ,0.0,0.0,0.1,28.92,29.62,10.0,25,11.3,0,19.0,11.0
1518,1,2011-05-24,66.0,47.0,57.0,-5.0,47.0,51.0,8.0,0.0,0424,1913, ,0.0,0.0,0.11,29.15,29.86,12.0,4,12.4,0,19.0,10.0
1520,1,2011-05-25,67.0,47.0,57.0,-5.0,52.0,53.0,8.0,0.0,0423,1914,TSRA RA BR,0.0,0.0,2.24,28.92,29.67,10.7,3,11.7,0,20.0,5.0
1522,1,2011-05-26,49.0,43.0,46.0,-16.0,40.0,43.0,19.0,0.0,0422,1915,RA BR,0.0,0.0,1.06,29.15,29.84,17.7,2,17.8,0,6.0,6.0
1524,1,2011-05-27,58.0,40.0,49.0,-13.0,41.0,46.0,16.0,0.0,0422,1916,RA,0.0,0.0,0.1,29.21,29.93,7.3,5,8.7,0,18.0,8.0
1526,1,2011-05-28,62.0,51.0,57.0,-6.0,55.0,55.0,8.0,0.0,0421,1916,RA BR,0.0,0.0,0.12,29.1,29.83,6.0,18,6.7,0,11.0,2.0
1528,1,2011-05-29,70.0,52.0,61.0,-3.0,59.0,60.0,4.0,0.0,0421,1917,TS RA FG+ FG BR,0.0,0.0,1.88,29.16,29.86,3.6,11,5.7,0,18.0,2.0
1530,1,2011-05-30,88.0,56.0,72.0,8.0,65.0,69.0,0.0,7.0,0420,1918, ,0.0,0.0,0.0,29.26,29.97,12.4,20,12.8,1,32.0,7.0
1532,1,2011-05-31,85.0,69.0,77.0,13.0,64.0,68.0,0.0,12.0,0420,1919,TS,0.0,0.0,0.08,29.34,30.04,12.4,22,13.2,0,16.0,13.0
1534,1,2011-06-01,81.0,59.0,70.0,6.0,49.0,59.0,0.0,5.0,0419,1920, ,0.0,0.0,0.0,29.44,30.17,10.7,27,10.5,0,22.0,21.0
1536,1,2011-06-02,69.0,56.0,63.0,-1.0,44.0,53.0,2.0,0.0,0419,1920,RA,0.0,0.0,0.02,29.45,30.19,9.0,6,9.4,0,13.0,19.0
1538,1,2011-06-03,87.0,55.0,71.0,7.0,62.0,67.0,0.0,6.0,0418,1921, ,0.0,0.0,0.01,29.31,30.04,10.8,17,11.5,0,32.0,9.0
1540,1,2011-06-04,92.0,64.0,78.0,14.0,64.0,68.0,0.0,13.0,0418,1922,TSRA,0.0,0.0,0.18,29.31,30.02,1.4,26,8.5,0,28.0,14.0
1542,1,2011-06-05,85.0,60.0,73.0,8.0,55.0,62.0,0.0,8.0,0417,1923, ,0.0,0.0,0.1,29.36,30.08,3.1,7,5.4,0,25.0,18.0
1544,1,2011-06-06,93.0,60.0,77.0,11.0,64.0,69.0,0.0,12.0,0417,1923, ,0.0,0.0,0.0,29.15,29.89,8.5,20,9.7,0,33.0,13.0
1546,1,2011-06-07,96.0,75.0,86.0,20.0,65.0,72.0,0.0,21.0,0417,1924, ,0.0,0.0,0.0,29.11,29.82,10.3,23,10.6,1,21.0,21.0
1548,1,2011-06-08,95.0,66.0,81.0,15.0,64.0,71.0,0.0,16.0,0417,1925,TSRA,0.0,0.0,0.17,29.13,29.81,11.6,24,13.4,0,29.0,17.0
1550,1,2011-06-09,69.0,50.0,60.0,-6.0,52.0,55.0,5.0,0.0,0416,1925,TSRA RA BR,0.0,0.1,0.93,29.28,30.0,8.0,4,12.5,0,19.0,8.0
1552,1,2011-06-10,69.0,51.0,60.0,-7.0,56.0,57.0,5.0,0.0,0416,1926,RA BR HZ,0.0,0.0,0.52,29.21,29.94,6.4,3,8.0,0,18.0,4.0
1554,1,2011-06-11,62.0,52.0,57.0,-10.0,54.0,55.0,8.0,0.0,0416,1926,RA DZ FG+ FG BR,0.0,0.0,0.03,29.24,29.95,4.7,5,5.7,0,10.0,3.0
1556,1,2011-06-12,64.0,50.0,57.0,-11.0,45.0,52.0,8.0,0.0,0416,1927,BR,0.0,0.0,0.0,29.38,30.1,8.3,3,8.9,0,14.0,12.0
1558,1,2011-06-13,72.0,54.0,63.0,-5.0,43.0,53.0,2.0,0.0,0416,1927, ,0.0,0.0,0.0,29.39,30.11,7.5,6,7.8,0,18.0,20.0
1560,1,2011-06-14,77.0,53.0,65.0,-3.0,49.0,56.0,0.0,0.0,0416,1928, ,0.0,0.0,0.0,29.25,30.01,7.8,9,8.6,0,24.0,16.0
1562,1,2011-06-15,71.0,57.0,64.0,-4.0,59.0,61.0,1.0,0.0,0416,1928,TSRA RA BR,0.0,0.0,0.8,29.0,29.73,9.2,15,11.2,0,14.0,5.0
1564,1,2011-06-16,81.0,61.0,71.0,2.0,59.0,63.0,0.0,6.0,0416,1929,RA BR,0.0,0.0,0.04,29.05,29.76,5.5,29,7.5,0,20.0,12.0
1566,1,2011-06-17,82.0,60.0,71.0,2.0,60.0,64.0,0.0,6.0,0416,1929, ,0.0,0.0,0.0,29.13,29.83,5.8,6,6.6,0,22.0,11.0
1568,1,2011-06-18,84.0,61.0,73.0,3.0,62.0,65.0,0.0,8.0,0416,1929, ,0.0,0.0,0.0,29.1,29.82,4.6,6,6.4,0,23.0,11.0
1570,1,2011-06-19,81.0,63.0,72.0,2.0,65.0,68.0,0.0,7.0,0416,1930, ,0.0,0.0,0.0,29.03,29.75,4.1,11,5.2,1,18.0,7.0
1572,1,2011-06-20,79.0,65.0,72.0,2.0,67.0,69.0,0.0,7.0,0416,1930,TSRA RA BR,0.0,0.0,0.18,29.01,29.72,6.2,16,8.1,1,14.0,5.0
1574,1,2011-06-21,89.0,66.0,78.0,8.0,70.0,72.0,0.0,13.0,0416,1930,RA BR SQ,0.0,0.0,0.45,28.92,29.64,11.5,18,12.1,1,23.0,8.0
1576,1,2011-06-22,73.0,64.0,69.0,-1.0,63.0,65.0,0.0,4.0,0417,1931,RA,0.0,0.0,0.02,28.89,29.59,12.6,21,13.4,0,9.0,6.0
1578,1,2011-06-23,71.0,62.0,67.0,-3.0,59.0,62.0,0.0,2.0,0417,1931,RA BR,0.0,0.0,0.01,28.9,29.6,11.4,26,12.7,0,9.0,8.0
1580,1,2011-06-24,68.0,60.0,64.0,-7.0,56.0,59.0,1.0,0.0,0417,1931, ,0.0,0.0,0.0,29.08,29.76,9.4,29,9.6,0,8.0,8.0
1582,1,2011-06-25,79.0,58.0,69.0,-2.0,53.0,60.0,0.0,4.0,0417,1931, ,0.0,0.0,0.0,29.21,29.92,2.5,10,4.6,0,21.0,16.0
1584,1,2011-06-26,81.0,57.0,69.0,-2.0,53.0,60.0,0.0,4.0,0418,1931, ,0.0,0.0,0.0,29.23,29.94,5.8,9,6.9,0,24.0,16.0
1586,1,2011-06-27,81.0,65.0,73.0,2.0,63.0,67.0,0.0,8.0,0418,1931,RA HZ,0.0,0.0,0.03,29.08,29.8,6.9,21,10.8,0,16.0,10.0
1588,1,2011-06-28,81.0,63.0,72.0,1.0,54.0,61.0,0.0,7.0,0419,1931, ,0.0,0.0,0.0,29.28,29.98,9.1,30,9.6,0,18.0,18.0
1590,1,2011-06-29,81.0,59.0,70.0,-1.0,56.0,62.0,0.0,5.0,0419,1931, ,0.0,0.0,0.0,29.35,30.06,3.7,8,5.4,0,22.0,14.0
1592,1,2011-06-30,88.0,60.0,74.0,2.0,62.0,67.0,0.0,9.0,0419,1931, ,0.0,0.0,0.1,29.28,30.0,8.2,17,9.4,0,28.0,12.0
1594,1,2011-07-01,89.0,72.0,81.0,9.0,62.0,68.0,0.0,16.0,0420,1931, ,0.0,0.0,0.0,29.24,29.96,14.3,18,14.9,0,17.0,19.0
1596,1,2011-07-02,94.0,71.0,83.0,11.0,70.0,74.0,0.0,18.0,0420,1931,BR,0.0,0.0,0.0,29.25,29.95,3.9,24,8.3,1,23.0,13.0
1598,1,2011-07-03,84.0,69.0,77.0,5.0,57.0,65.0,0.0,12.0,0421,1931, ,0.0,0.0,0.0,29.28,29.98,4.7,2,5.9,0,15.0,20.0
1600,1,2011-07-04,89.0,65.0,77.0,5.0,55.0,64.0,0.0,12.0,0422,1930, ,0.0,0.0,0.0,29.26,29.97,2.9,5,4.3,0,24.0,22.0
1602,1,2011-07-05,91.0,68.0,80.0,8.0,60.0,68.0,0.0,15.0,0422,1930, ,0.0,0.0,0.0,29.25,29.96,5.2,28,6.2,0,23.0,20.0
1604,1,2011-07-06,86.0,70.0,78.0,6.0,61.0,67.0,0.0,13.0,0423,1930, ,0.0,0.0,0.1,29.27,29.97,5.7,4,7.5,0,16.0,17.0
1606,1,2011-07-07,82.0,63.0,73.0,1.0,53.0,62.0,0.0,8.0,0423,1930,RA,0.0,0.0,0.1,29.22,29.95,5.1,7,6.2,0,19.0,20.0
1608,1,2011-07-08,86.0,61.0,74.0,1.0,51.0,62.0,0.0,9.0,0424,1929, ,0.0,0.0,0.0,29.17,29.88,5.1,6,6.0,0,25.0,23.0
1610,1,2011-07-09,91.0,61.0,76.0,3.0,58.0,66.0,0.0,11.0,0425,1929, ,0.0,0.0,0.0,29.21,29.92,5.2,19,5.9,0,30.0,18.0
1612,1,2011-07-10,91.0,74.0,83.0,10.0,68.0,72.0,0.0,18.0,0425,1929,HZ,0.0,0.0,0.1,29.18,29.89,9.3,19,9.7,1,17.0,15.0
1614,1,2011-07-11,88.0,71.0,80.0,7.0,71.0,74.0,0.0,15.0,0426,1928,HZ,0.0,0.0,0.39,29.12,29.82,5.5,25,8.5,1,17.0,9.0
1616,1,2011-07-12,87.0,70.0,79.0,6.0,63.0,69.0,0.0,14.0,0427,1928,RA,0.0,0.0,0.01,29.25,29.94,5.6,2,7.7,0,17.0,16.0
1618,1,2011-07-13,74.0,63.0,69.0,-4.0,57.0,62.0,0.0,4.0,0428,1927, ,0.0,0.0,0.0,29.35,30.06,10.5,4,10.9,0,11.0,12.0
1620,1,2011-07-14,82.0,59.0,71.0,-2.0,56.0,63.0,0.0,6.0,0428,1927, ,0.0,0.0,0.0,29.3,30.02,6.5,10,8.0,0,23.0,15.0
1622,1,2011-07-15,87.0,70.0,79.0,5.0,60.0,66.0,0.0,14.0,0429,1926, ,0.0,0.0,0.1,29.27,29.98,5.4,9,6.7,0,17.0,19.0
1624,1,2011-07-16,89.0,71.0,80.0,6.0,61.0,68.0,0.0,15.0,0430,1925,RA,0.0,0.0,0.1,29.32,30.02,3.4,19,4.3,0,18.0,19.0
1626,1,2011-07-17,95.0,69.0,82.0,8.0,69.0,74.0,0.0,17.0,0431,1925, ,0.0,0.0,0.0,29.35,30.06,6.2,22,6.4,1,26.0,13.0
1628,1,2011-07-18,92.0,80.0,86.0,12.0,75.0,78.0,0.0,21.0,0432,1924,RA HZ,0.0,0.0,0.01,29.23,29.96,10.6,25,10.8,1,12.0,11.0
1630,1,2011-07-19,93.0,78.0,86.0,12.0,72.0,76.0,0.0,21.0,0433,1923, ,0.0,0.0,0.0,29.17,29.89,4.5,7,6.2,1,15.0,14.0
1632,1,2011-07-20,99.0,73.0,86.0,12.0,73.0,77.0,0.0,21.0,0433,1923,BR HZ,0.0,0.0,0.02,29.08,29.8,9.0,23,10.7,1,26.0,13.0
1634,1,2011-07-21,99.0,75.0,87.0,13.0,70.0,76.0,0.0,22.0,0434,1922,TS,0.0,0.0,0.02,29.1,29.8,6.2,28,8.8,1,24.0,17.0
1636,1,2011-07-22,88.0,70.0,79.0,5.0,70.0,73.0,0.0,14.0,0435,1921,TS TSRA RA BR,0.0,0.0,1.55,29.18,29.88,1.7,9,9.0,1,18.0,9.0
1638,1,2011-07-23,87.0,70.0,79.0,5.0,70.0,73.0,0.0,14.0,0436,1920,TS TSRA RA BR,0.0,0.0,6.86,29.23,29.95,0.8,30,5.3,1,17.0,9.0
1640,1,2011-07-24,87.0,72.0,80.0,6.0,70.0,73.0,0.0,15.0,0437,1919,TS TSRA BR,0.0,0.0,0.18,29.26,29.97,1.5,23,6.4,1,15.0,10.0
1642,1,2011-07-25,88.0,73.0,81.0,7.0,66.0,71.0,0.0,16.0,0438,1918, ,0.0,0.0,0.0,29.2,29.91,3.4,32,6.5,1,15.0,15.0
1644,1,2011-07-26,83.0,71.0,77.0,3.0,63.0,68.0,0.0,12.0,0439,1918, ,0.0,0.0,0.0,29.18,29.88,6.3,5,8.5,0,12.0,14.0
1646,1,2011-07-27,90.0,68.0,79.0,5.0,66.0,70.0,0.0,14.0,0440,1917,TS TSRA,0.0,0.0,0.71,29.13,29.85,6.2,16,9.5,1,22.0,13.0
1648,1,2011-07-28,87.0,73.0,80.0,6.0,71.0,74.0,0.0,15.0,0441,1916,TSRA RA BR,0.0,0.0,0.7,29.2,29.89,3.2,23,6.8,1,14.0,9.0
1650,1,2011-07-29,86.0,71.0,79.0,5.0,67.0,71.0,0.0,14.0,0442,1915,BR,0.0,0.0,0.7,29.28,29.98,4.3,4,5.9,1,15.0,12.0
1652,1,2011-07-30,91.0,67.0,79.0,5.0,64.0,70.0,0.0,14.0,0443,1914, ,0.0,0.0,0.0,29.35,30.05,2.4,13,3.4,0,24.0,15.0
1654,1,2011-07-31,90.0,68.0,79.0,5.0,69.0,73.0,0.0,14.0,0444,1913, ,0.0,0.0,0.0,29.35,30.06,4.9,25,5.0,1,22.0,10.0
1656,1,2011-08-01,91.0,74.0,83.0,10.0,72.0,75.0,0.0,18.0,0445,1911, ,0.0,0.0,0.0,29.28,29.99,4.2,27,4.9,1,17.0,11.0
1658,1,2011-08-02,93.0,74.0,84.0,11.0,73.0,76.0,0.0,19.0,0446,1910, ,0.0,0.0,0.43,29.04,29.77,8.3,21,9.1,1,19.0,11.0
1660,1,2011-08-03,86.0,72.0,79.0,6.0,67.0,71.0,0.0,14.0,0447,1909, ,0.0,0.0,0.0,29.11,29.81,6.9,2,8.0,1,14.0,12.0
1662,1,2011-08-04,84.0,69.0,77.0,4.0,66.0,69.0,0.0,12.0,0448,1908, ,0.0,0.0,0.0,29.25,29.94,5.3,5,6.0,1,15.0,11.0
1664,1,2011-08-05,83.0,69.0,76.0,3.0,68.0,71.0,0.0,11.0,0449,1907,RA,0.0,0.0,0.1,29.21,29.93,4.0,5,5.5,1,14.0,8.0
1666,1,2011-08-06,85.0,72.0,79.0,6.0,70.0,72.0,0.0,14.0,0450,1906,RA BR,0.0,0.0,0.18,29.1,29.82,2.5,5,4.0,1,13.0,9.0
1668,1,2011-08-07,86.0,68.0,77.0,4.0,69.0,71.0,0.0,12.0,0451,1904,TSRA BR,0.0,0.0,0.75,29.03,29.75,4.6,27,6.4,1,18.0,8.0
1670,1,2011-08-08,80.0,68.0,74.0,1.0,67.0,69.0,0.0,9.0,0452,1903,RA BR,0.0,0.0,0.63,29.0,29.72,4.0,4,6.2,1,12.0,7.0
1672,1,2011-08-09,80.0,64.0,72.0,-1.0,61.0,66.0,0.0,7.0,0453,1902,BR,0.0,0.0,0.0,28.97,29.67,10.8,28,11.1,0,16.0,11.0
1674,1,2011-08-10,77.0,61.0,69.0,-4.0,54.0,61.0,0.0,4.0,0454,1900, ,0.0,0.0,0.0,29.14,29.84,7.3,31,8.7,0,16.0,15.0
1676,1,2011-08-11,81.0,57.0,69.0,-4.0,54.0,61.0,0.0,4.0,0455,1859, ,0.0,0.0,0.0,29.25,29.95,2.0,24,3.0,0,24.0,15.0
1678,1,2011-08-12,81.0,60.0,71.0,-2.0,59.0,64.0,0.0,6.0,0456,1858, ,0.0,0.0,0.0,29.22,29.94,8.3,19,8.5,0,21.0,12.0
1680,1,2011-08-13,83.0,62.0,73.0,0.0,64.0,66.0,0.0,8.0,0457,1856,RA,0.0,0.0,0.75,29.15,29.86,3.6,27,6.7,0,21.0,9.0
1682,1,2011-08-14,75.0,62.0,69.0,-3.0,60.0,63.0,0.0,4.0,0458,1855,RA,0.0,0.0,0.1,29.24,29.95,10.4,36,11.7,0,13.0,9.0
1684,1,2011-08-15,82.0,57.0,70.0,-2.0,55.0,62.0,0.0,5.0,0459,1854, ,0.0,0.0,0.0,29.28,29.98,2.4,2,4.9,0,25.0,15.0
1686,1,2011-08-16,85.0,61.0,73.0,1.0,58.0,64.0,0.0,8.0,0500,1852, ,0.0,0.0,0.0,29.32,30.03,2.9,18,3.9,0,24.0,15.0
1688,1,2011-08-17,83.0,62.0,73.0,1.0,63.0,67.0,0.0,8.0,0501,1851, ,0.0,0.0,0.0,29.31,30.02,5.6,22,6.0,0,21.0,10.0
1690,1,2011-08-18,84.0,67.0,76.0,4.0,60.0,66.0,0.0,11.0,0502,1849, ,0.0,0.0,0.0,29.23,29.96,2.3,4,5.2,0,17.0,16.0
1692,1,2011-08-19,87.0,64.0,76.0,5.0,63.0,68.0,0.0,11.0,0503,1848, ,0.0,0.0,0.0,29.18,29.89,3.3,14,5.2,0,23.0,13.0
1694,1,2011-08-20,80.0,66.0,73.0,2.0,67.0,69.0,0.0,8.0,0504,1846,RA FG BR,0.0,0.0,1.11,29.22,29.92,1.3,21,3.4,1,14.0,6.0
1696,1,2011-08-21,80.0,64.0,72.0,1.0,58.0,63.0,0.0,7.0,0505,1845,RA,0.0,0.0,0.1,29.26,29.97,8.0,32,8.5,0,16.0,14.0
1698,1,2011-08-22,82.0,59.0,71.0,0.0,59.0,64.0,0.0,6.0,0506,1843, ,0.0,0.0,0.0,29.3,30.02,1.6,26,4.1,0,23.0,12.0
1700,1,2011-08-23,73.0,62.0,68.0,-3.0,63.0,65.0,0.0,3.0,0508,1842,TSRA BR,0.0,0.0,0.65,29.1,29.86,9.1,20,9.8,0,11.0,5.0
1702,1,2011-08-24,92.0,69.0,81.0,10.0,65.0,70.0,0.0,16.0,0509,1840,BR,0.0,0.0,0.0,28.99,29.7,8.2,27,10.7,1,23.0,16.0
1704,1,2011-08-25,83.0,64.0,74.0,4.0,59.0,64.0,0.0,9.0,0510,1839, ,0.0,0.0,0.0,29.26,29.95,4.1,36,7.3,0,19.0,15.0
1706,1,2011-08-26,83.0,59.0,71.0,1.0,58.0,63.0,0.0,6.0,0511,1837, ,0.0,0.0,0.0,29.26,29.98,1.9,26,3.3,0,24.0,13.0
1708,1,2011-08-27,81.0,64.0,73.0,3.0,62.0,66.0,0.0,8.0,0512,1835, ,0.0,0.0,0.0,29.21,29.93,8.2,2,9.2,0,17.0,11.0
1710,1,2011-08-28,77.0,61.0,69.0,-1.0,57.0,61.0,0.0,4.0,0513,1834, ,0.0,0.0,0.0,29.22,29.93,7.0,2,7.9,0,16.0,12.0
1712,1,2011-08-29,79.0,59.0,69.0,-1.0,56.0,62.0,0.0,4.0,0514,1832, ,0.0,0.0,0.0,29.31,30.01,1.4,2,3.5,0,20.0,13.0
1714,1,2011-08-30,76.0,61.0,69.0,-1.0,56.0,62.0,0.0,4.0,0515,1831,RA,0.0,0.0,0.04,29.33,30.03,5.3,15,6.3,0,15.0,13.0
1716,1,2011-08-31,87.0,65.0,76.0,7.0,64.0,68.0,0.0,11.0,0516,1829,RA,0.0,0.0,0.1,29.23,29.95,5.4,17,8.3,0,22.0,12.0
1718,1,2011-09-01,93.0,71.0,82.0,14.0,71.0,75.0,0.0,17.0,0517,1827, ,0.0,0.0,0.0,29.2,29.91,5.2,21,5.9,1,22.0,11.0
1720,1,2011-09-02,92.0,76.0,84.0,16.0,69.0,74.0,0.0,19.0,0518,1826,HZ,0.0,0.0,0.0,29.18,29.89,4.9,22,7.4,1,16.0,15.0
1722,1,2011-09-03,89.0,69.0,79.0,11.0,67.0,71.0,0.0,14.0,0519,1824,RA BR HZ,0.0,0.0,0.02,29.16,29.87,2.5,29,6.2,1,20.0,12.0
1724,1,2011-09-04,73.0,58.0,66.0,-2.0,54.0,60.0,0.0,1.0,0520,1822, ,0.0,0.0,0.0,29.24,29.94,10.5,32,11.5,0,15.0,12.0
1726,1,2011-09-05,65.0,52.0,59.0,-8.0,45.0,52.0,6.0,0.0,0521,1821, ,0.0,0.0,0.0,29.39,30.1,14.2,1,14.8,0,13.0,14.0
1728,1,2011-09-06,66.0,51.0,59.0,-8.0,46.0,52.0,6.0,0.0,0522,1819, ,0.0,0.0,0.0,29.44,30.16,9.5,3,10.1,0,15.0,13.0
1730,1,2011-09-07,70.0,52.0,61.0,-6.0,47.0,54.0,4.0,0.0,0523,1817, ,0.0,0.0,0.0,29.42,30.16,10.2,1,10.8,0,18.0,14.0
1732,1,2011-09-08,75.0,57.0,66.0,0.0,53.0,59.0,0.0,1.0,0524,1815,RA,0.0,0.0,0.1,29.34,,13.0,2,13.4,0,18.0,13.0
1734,1,2011-09-09,72.0,60.0,66.0,0.0,60.0,62.0,0.0,1.0,0525,1814,RA,0.0,0.0,0.02,29.23,29.96,8.2,4,8.3,0,12.0,6.0
1736,1,2011-09-10,78.0,56.0,67.0,1.0,59.0,62.0,0.0,2.0,0526,1812,BR,0.0,0.0,0.0,29.29,30.0,0.9,14,3.1,0,22.0,8.0
1738,1,2011-09-11,83.0,57.0,70.0,5.0,59.0,63.0,0.0,5.0,0527,1810,BR,0.0,0.0,0.0,29.27,29.99,5.1,27,5.5,0,26.0,11.0
1740,1,2011-09-12,86.0,64.0,75.0,10.0,59.0,65.0,0.0,10.0,0528,1809, ,0.0,0.0,0.0,29.18,29.91,10.5,23,10.9,0,22.0,16.0
1742,1,2011-09-13,73.0,56.0,65.0,0.0,54.0,59.0,0.0,0.0,0529,1807,BR HZ FU,0.0,0.0,0.0,29.2,29.9,4.9,31,8.7,0,17.0,11.0
1744,1,2011-09-14,58.0,47.0,53.0,-11.0,43.0,49.0,12.0,0.0,0530,1805,RA BR HZ FU,0.0,0.0,0.08,29.39,30.09,6.3,34,7.3,0,11.0,10.0
1746,1,2011-09-15,59.0,42.0,51.0,-13.0,35.0,44.0,14.0,0.0,0531,1803, ,0.0,0.0,0.0,29.61,30.33,7.4,1,8.5,0,17.0,16.0
1748,1,2011-09-16,58.0,46.0,52.0,-12.0,40.0,47.0,13.0,0.0,0532,1760, ,0.0,0.0,0.0,29.59,30.33,1.4,8,3.3,0,12.0,12.0
1750,1,2011-09-17,68.0,50.0,59.0,-5.0,45.0,52.0,6.0,0.0,0533,1758, ,0.0,0.0,0.0,29.53,30.27,7.7,11,8.9,0,18.0,14.0
1752,1,2011-09-18,65.0,55.0,60.0,-4.0,55.0,57.0,5.0,0.0,0535,1756,RA DZ BR,0.0,0.0,0.43,29.34,30.11,8.9,15,9.5,0,10.0,5.0
1754,1,2011-09-19,69.0,54.0,62.0,-1.0,58.0,60.0,3.0,0.0,0536,1755,RA BR,0.0,0.0,0.24,29.24,29.96,4.1,29,5.8,0,15.0,4.0
1756,1,2011-09-20,74.0,49.0,62.0,0.0,54.0,58.0,3.0,0.0,0537,1753,MIFG BCFG BR,0.0,0.0,0.0,29.26,,7.3,18,7.3,0,25.0,8.0
1758,1,2011-09-21,71.0,56.0,64.0,2.0,49.0,56.0,1.0,0.0,0538,1751,RA,0.0,0.0,0.1,29.23,29.95,10.2,25,11.0,0,15.0,15.0
1760,1,2011-09-22,64.0,51.0,58.0,-4.0,47.0,52.0,7.0,0.0,0539,1749, ,0.0,0.0,0.0,29.36,30.08,4.6,27,6.9,0,13.0,11.0
1762,1,2011-09-23,62.0,48.0,55.0,-6.0,44.0,49.0,10.0,0.0,0540,1748, ,0.0,0.0,0.0,29.33,30.06,5.9,36,7.0,0,14.0,11.0
1764,1,2011-09-24,62.0,51.0,57.0,-4.0,49.0,51.0,8.0,0.0,0541,1746,RA BR,0.0,0.0,0.14,29.26,29.99,3.6,3,4.6,0,11.0,8.0
1766,1,2011-09-25,64.0,51.0,58.0,-3.0,53.0,55.0,7.0,0.0,0542,1744,RA,0.0,0.0,0.08,29.13,29.87,4.1,14,5.5,0,13.0,5.0
1768,1,2011-09-26,60.0,53.0,57.0,-3.0,51.0,53.0,8.0,0.0,0543,1742,RA BR,0.0,0.0,1.21,28.92,29.65,8.8,18,15.4,0,7.0,6.0
